id,qid1,qid2,question1,question2,labels
1264,2520,2521,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Do i need exit permit if i am under husband`s sponsorship?. i have 2 years family visa.and i am under husband`s sponsorship.i am going india for the first time after coming to doha and husband not going with me.do i need exit permit or any other document? plz help.,1
1265,2522,2523,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Business Visa and NOC. Hello everyone; I'm already here in Qatar a month ago under business visa with my sponsor. Do I still need an NOC in order to apply for another company here in Qatar if ever I decide to go home on the 3 month period of the business visa? Thanks.,1
1266,2524,2525,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Does an 18 yrs old son need exit permit?. if he is traveling with his father (sponsor) ?,1
1267,2526,2527,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Business visa convert to resident permit. Please advice me how to change the business visa to resident permit. i have the employment offer and visa has been issued by the employer. should i exit and entry to get the RP or can we change the visa without exit?,1
1268,2528,2529,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,exit permit if rp runs out. if your rp runs out .. do you still need an exit permit .. can you convert it to a visit visa without flying?,1
1269,2530,2531,Bussiness VIsa need exit permit?. Hi everyone i just want to know if you're in business visa you want to go home. we need exit permit? Please give some information thanks.,Multiple exit permit 4 travelling?. Where I get a multiple exit permit?? My sponsor gave me a single exit form for travelling and I heard bak in Qatar in the airport that I can go with that permit also to a special office in Doha to arrange a multiple exit. Who can help me.. where i can go? Is it (still) working?? or the laws changed?? I heard that too....... Merci,1
1270,2532,2533,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,Family Residence Visa Application Rejected. My Family Residence Visa Application Rejected and got a schedule to meet committee after one month. In the meantime Can I apply for visit visa for my family?,1
1271,2534,2535,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,family visa rejected what to do next?. I have 13000 salary plus company provided accommodation.. i submit all required doc salary certificate+ marriage certificate+ bank statement but i got rejected family visa today.:( I already apply for my yearly vocation and i am going on this month 20th june.... so should i ask for an interiew before or after come back from vocation? plz guide me what to do next? Thanks,1
1272,2536,2537,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,FAMILY VISA APPROVAL TAKE MORE DAYS?. DEAR ALL; PLEASE LET ME KNOW HOW MANY DAYS TAKING FOR APPROVE FAMILY VISA NW; AM LAST WEDNESDAY(12/09/2012) APPLY FAMILY VISA FOR MY HUSBAND AND DAUGHTER; BUT STILL NOW SHOWING IN MOI WEBSITE ITZ UNDER REVIEW; ITZ USUAL REPLY? WHY DELAYED LIKE THIS? PLEASE HELP ME REGARDS DIVYA,1
1273,2538,2539,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,Family Visa Application Status - Refused. I got a message as status of my Family Visa application is 'Refused'. Can anybody advise me how long it take to re-apply it ? or to get an appointment with Captain in Labour Dept. All my papers are genuine and meets requirements for the Family Visa All required documets are submitted as required properly. Kindly advise,1
1274,2540,2541,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,FAMILY VISA APPROVAL SHOWING UNDER REVIEW; WHICH MEANS?. DEAR ALL; PLEASE LET ME KNOW MY FAMILY VISA APPROVAL SHOWING UNDER REVIEW; WHICH MEANS MY APPLICATION ACCEPTED OR NOT YET ACCEPTED OR REJECTED? WITH MY APPLICATION I AM SUBMITTED MY COMPANY ACCOMADATION RENTAL CONNTRAT WITHOUT ATTESTATION;ITZ OK? PLS ADVICE ME THANKS IN ADVANCE,1
1275,2542,2543,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,Wife Visa Rejected......:@. My Wife's Visa Request Has Been rejected from Ministry of Labor :(. I am Pakistani National and having Engineer's visa. I am surprised why they rejected my wife visa. I want to know what can I do now I just saw result on Ministry web site. What is next to do now ??? Should I visit labor office ? Can I re-apply for my wife ? Suggestions plz.,1
1276,2544,2545,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,Urgent !! Please help !! Do I need a Degree to a Qatar Family Visa?. I did ITI 2YR Diploma in Civil Engineering; after plus two; (didnt passed +2). Now am working as a civil Engg as qatar. But in my visa my position given as Electrician. I am getting QR 8000/- . Two times submitted for family visa but its rejected; they didnt tell any reason. What I have to do next. Please Help me.,1
1277,2546,2547,Family Visa Rejected what's next?. Last week i applied for family visa for my 2 kids directly to immigration at Gharafa (which is the new process); unfortunately it was rejected Fellow QL Peeps; if you encountered similar to what happened to me recently; what will be the next step?,Family Visa process. How long it takes to process Husband/family visa? completed all requirements and 2 weeks now since my husband mandoub filed to immigration.No news heard since then..i was stranded here in Dubai waiting for that visa to finished..,0
